Company name,State,Segment,Type,Website,Growth stage,Employees,Industries,HQ city,HQ address,Tagline,LinkedIn,Profile,Job openings,Accredited sponsor,Hires international students
Tapendium,Victoria,scaleup,commission;saas,http://tapendium.com,early stage,2-10,travel;marketing,Melbourne,"3000 Melbourne, Australia",New hospitality solution that replaces printed compendiums in hotel rooms,https://www.linkedin.com/company/tapendium/,https://ecosystem.innovationvictoria.com/companies/tapendium,0,,
Tapestry,Victoria,startup,artificial intelligence;augmented reality;commission;subscription;saas,http://tapestry.ai,early stage,11-50,enterprise software,Melbourne,"Wellington Street, Collingwood, Melbourne, City of Yarra, Victoria, 3066, Australia",Tapestry allows businesses to monetise their data with their partners,https://www.linkedin.com/company/tapestry-ai/,https://ecosystem.innovationvictoria.com/companies/tapestry_4,0,,
Tapp,Victoria,scaleup,commission;marketplace & ecommerce,http://tappmoney.com,early stage,11-50,fintech,Melbourne,"Albert Road, South Melbourne, Melbourne, City of Port Phillip, Victoria, 3205, Australia",Makes purchasing online with cash easy and reliable,https://www.linkedin.com/company/tappcommerce/,https://ecosystem.innovationvictoria.com/companies/tapp_commerce,0,,
Tashi Travel,Victoria,startup,commission;subscription;saas,https://tashi.travel/,breakout stage,51-200,travel,Melbourne,"3000 Melbourne, Australia","All in one solution for hotel and tour operators. Grow your revenue, boost your bookings and deliver unforgettable guest experiences",https://www.linkedin.com/company/meettashi/,https://ecosystem.innovationvictoria.com/companies/tashi,0,,
Taskular,Victoria,startup,subscription;saas,https://www.taskular.com/,early stage,1,marketing,Melbourne,"3000 Melbourne, Australia",Customer engagement platform that helps streamline processes for a better customer experience,https://www.linkedin.com/company/taskular/,https://ecosystem.innovationvictoria.com/companies/taskular,0,,
Tasman Environmental Markets,Victoria,scaleup,commission;marketplace & ecommerce,https://www.tasmanenvironmental.com.au/,early stage,11-50,fintech;energy,Melbourne,"316-360, Elizabeth Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",Technology-backed carbon trading and transaction systems,https://www.linkedin.com/company/tasman-environmental-markets/,https://ecosystem.innovationvictoria.com/companies/tasman_environmental_markets,1,,
TAURA,Victoria,startup,artificial intelligence;machine learning;natural language processing;subscription;saas,https://gettaura.ai/,early stage,2-10,health;enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","AI clinical decision-support software that analyses consultations and provides real-time, guideline-based diagnostic support for clinicians",https://www.linkedin.com/company/taura-ai/,https://ecosystem.innovationvictoria.com/companies/taura,0,,
TavoAI,Victoria,startup,artificial intelligence;machine learning;subscription;saas,https://www.gettavo.com/,early stage,2-10,enterprise software,Melbourne,"Melbourne, City of Melbourne, Victoria, 3000, Australia",Provides developers with an AI risk and compliance platform that integrates into CI/CD pipelines to automate governance and audit processes,https://www.linkedin.com/company/tavoai/,https://ecosystem.innovationvictoria.com/companies/tavoai,0,,
Tax Chat,Victoria,startup,artificial intelligence;commission;saas,https://www.taxchat.au,early stage,,fintech,Heatherton,"Heatherton, City of Kingston, Victoria, 3202, Australia",AI-powered conversational tax return preparation service.,,https://ecosystem.innovationvictoria.com/companies/tax_chat,0,,
Tax Nuggets Academy,Victoria,startup,subscription;saas,http://taxnuggetsacademy.com.au,early stage,11-50,fintech;education,Melbourne,"35, Ashcombe Drive, Ringwood, Melbourne, City of Maroondah, Victoria, 3134, Australia","Microlearning platform offering tax education through engaging videos, whiteboard explainers, and visual snapshots",https://www.linkedin.com/company/tax-nuggets/,https://ecosystem.innovationvictoria.com/companies/tax_nuggets_academy,0,,
Taxicash,Victoria,startup,blockchain,http://taxicash.io,early stage,2-10,fintech;transportation,Melbourne,"5 McIntosh St, Airport West, Melbourne, VIC 3042, AU",Taxi Cash | Cryptocurrency & Upcoming ICO for Taxi Coins,https://www.linkedin.com/company/taxicash/,https://ecosystem.innovationvictoria.com/companies/taxicash,0,,
TaxLeopard,Victoria,startup,subscription;saas,http://taxleopard.com.au,early stage,2-10,fintech,Melbourne,"South Yarra, Melbourne, City of Stonnington, Victoria, 3141, Australia","Manage all your accounting and tax needs swiftly with our comprehensive software, ensuring your tax obligations are met efficiently",https://www.linkedin.com/company/taxleopard/,https://ecosystem.innovationvictoria.com/companies/taxleopard,0,,
TCN - The Card Network,Victoria,startup,subscription;marketplace & ecommerce,http://thecardnetwork.com.au,early stage,11-50,fashion,Melbourne,"Hazeldon Place, 3141 Melbourne, Australia",Gift cards & vouchers with the most popular brands,https://www.linkedin.com/company/tcn-the-card-network/,https://ecosystem.innovationvictoria.com/companies/tcn_the_card_network,0,,
TDCR,Victoria,startup,blockchain;mobile app;commission;marketplace & ecommerce,https://www.tdcreserve.com/,early stage,2-10,fintech,Melbourne,"333 Collins Street, 333, Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia",The Digital Currency Reserve is a management platform in development to bring cryptocurrency to the mass market,https://www.linkedin.com/company/tdcr/,https://ecosystem.innovationvictoria.com/companies/tdcr,0,,
Teaching Me Pty Ltd,Victoria,scaleup,,http://www.teachingme.com,early stage,2-10,media;education,,"Melbourne VIC, Australia",Marketplace connects students with tutors and extra cirriculum activities locally,https://www.linkedin.com/company/teachingme/,https://ecosystem.innovationvictoria.com/companies/teaching_me_pty_ltd,0,,
Team App,Victoria,scaleup,subscription,http://teamapp.com,early stage,11-50,sports,Melbourne,"3071 Melbourne, Australia",Platform that allows any team or social group to create their own smartphone app,https://www.linkedin.com/company/team-app/,https://ecosystem.innovationvictoria.com/companies/team_app,0,,
Team Fanclub,Victoria,startup,,https://www.deadstaticdrive.com/,early stage,,gaming,Melbourne,"3000 Melbourne, Australia",Game development agency making a cosmic horror driving game,,https://ecosystem.innovationvictoria.com/companies/team_fanclub,0,,
TeamAssurance,Victoria,startup,iot internetofthings;big data;connected device;mobile app;saas,http://www.teamassurance.com,early stage,11-50,health;enterprise software,Melbourne,"3000 Melbourne, Australia","Empowering Teams, Transforming Organisations. A platform for Leaders to scale & sustain their Improvement results",https://www.linkedin.com/company/teamassurance/,https://ecosystem.innovationvictoria.com/companies/teamassurance,0,,
Teammo,Victoria,startup,,http://www.teammo.com.au/,early stage,2-10,sports,Melbourne,"3121 Melbourne, Australia",Hassle-free sports payments | Teammo,https://www.linkedin.com/company/teammo-payments/,https://ecosystem.innovationvictoria.com/companies/teammo,0,,
Teamor,Victoria,scaleup,marketplace & ecommerce,http://www.teamor.com,early stage,,sports,Melbourne,"Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","Create a trading card, and play the game your way",,https://ecosystem.innovationvictoria.com/companies/teamor,0,,
techtify,Victoria,startup,subscription;saas,http://techtify.com.au,early stage,2-10,enterprise software,Melbourne,"227 Wells Rd, Suite 4, Chelsea Heights, Victoria 3196, AU","Procurement solutions for seamless device ordering, pricing, and order tracking across multiple platforms",https://www.linkedin.com/company/techtifysolutions/,https://ecosystem.innovationvictoria.com/companies/techtify,0,,
Tecoora,Victoria,startup,advertising;saas,https://tecoora.com.au,early stage,2-10,marketing,Melbourne,"9, Leafton Street, Allura, Truganina, Melbourne, City of Wyndham, Victoria, 3029, Australia",Australian digital solutions for web and mobile development,https://www.linkedin.com/company/tecoora/,https://ecosystem.innovationvictoria.com/companies/tecoora,0,,
Teelixir,Victoria,scaleup,subscription;marketplace & ecommerce,http://teelixir.com.au,early stage,2-10,food,Melbourne,"Nester Road, Woori Yallock, Melbourne, Shire of Yarra Ranges, Victoria, 3139, Australia","Buy Di Tao medicinal mushroom powders, tonic herb extracts, and adaptogens at Teelixir",https://www.linkedin.com/company/teelixir/,https://ecosystem.innovationvictoria.com/companies/teelixir_1,0,,
teermarketplace.com,Victoria,startup,saas,http://teermarketplace.com,early stage,2-10,marketing,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia","Sales enablement platform for media sellers and buyers, streamlining deal discovery and finalization in the independent agency market",https://www.linkedin.com/company/teermarconnect/,https://ecosystem.innovationvictoria.com/companies/teermarketplace_com,0,,
Tekbox,Victoria,startup,connected device;hardware;autonomous & sensor tech;subscription;saas,http://tekbox.com.au,early stage,2-10,transportation,Melbourne,"150, Sydney Road, Coburg, Melbourne, City of Merri-bek, Victoria, 3058, Australia","Car share and fully automated vehicle management for car sharing organisations, car rental companies and businesses with pool vehicles",https://www.linkedin.com/company/tekbox-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/tekbox_1,0,,
Telecare,Victoria,startup,,https://telecare.com.au,early stage,11-50,health,,"Melbourne VIC, Australia",Telecare Australia - Telehealth services online for rural Australians,https://www.linkedin.com/company/telecare-online/,https://ecosystem.innovationvictoria.com/companies/telecare,4,,
Telegram Stop,Victoria,scaleup,commission,http://telegramstop.com,early stage,1,telecom,Melbourne,"Thornbury, Clapham Street, Thornbury, Melbourne, City of Darebin, Victoria, 3071, Australia",Send a Traditional Classic Telegram the Easy Way,https://www.linkedin.com/company/telegram-stop/,https://ecosystem.innovationvictoria.com/companies/telegram_stop,0,,
Telemetry9,Victoria,startup,manufacturing,http://telemetry9.com,early stage,1,sports,Melbourne,"3000 Melbourne, Australia",Telemetry9 | Meshed Athlete Tracking & Optics,https://www.linkedin.com/company/telemetry9/,https://ecosystem.innovationvictoria.com/companies/telemetry9,0,,
Telemidi,Victoria,startup,saas,http://telemidi.com,early stage,2-10,music,Melbourne,"23, Sandra Street, Bulleen, Melbourne, City of Manningham, Victoria, 3105, Australia","Real-time, networked music performance and collaboration platform",https://www.linkedin.com/company/telemidi/,https://ecosystem.innovationvictoria.com/companies/telemidi,0,,
Telix Pharmaceuticals,Victoria,scaleup,manufacturing,https://www.telixpharma.com,late stage,1001-5000,health,Melbourne,"55 Flemington Rd, North Melbourne, Victoria 3051, AU",Telix Pharmaceuticals is a clinical-stage biopharamaceutical company,https://www.linkedin.com/company/telixpharma/,https://ecosystem.innovationvictoria.com/companies/telix_pharmaceuticals,48,,
Tell Touch,Victoria,startup,saas,https://telltouch.com.au,early stage,2-10,health;enterprise software,Melbourne,"Hawthorn, Melbourne, City of Boroondara, Victoria, 3122, Australia","A Digital Feedback and Complaints System for Aged Care. Kiosk, web and mobile apps",https://www.linkedin.com/company/tell-touch/,https://ecosystem.innovationvictoria.com/companies/tell_touch,0,,
Templogger,Victoria,scaleup,commission;saas,http://www.templogger.net,early stage,2-10,transportation,Melbourne,"Bell Street, Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia","Provides a bespoke solution for monitoring of temperature, humidity, liquid level, pressure, soil moisture, fuel and more",https://www.linkedin.com/company/templogger-pty-ltd/,https://ecosystem.innovationvictoria.com/companies/templogger_pty_ltd,0,,
Tendask,Victoria,startup,mobile app;commission;saas,http://tendask.com,early stage,1,jobs recruitment,Melbourne,"Melbourne, City of Melbourne, Victoria, Australia",Provides a platform to match task owners who want to outsource various tasks,https://www.linkedin.com/company/tendask/,https://ecosystem.innovationvictoria.com/companies/tendask,0,,
Tenfarms,Victoria,scaleup,selling own inventory;marketplace & ecommerce,http://www.tenfarms.com.au/,early stage,11-50,marketing,Melbourne,"Badalya Road, Melbourne Wholesale Fruit and Vegetable Market and National Flower Centre, Epping, Melbourne, Victoria, 3076, Australia","Tenfarms offers Adtile, an advertising solution to make mobile advertising user-friendly and meaningful",https://www.linkedin.com/company/tenfarmsau/,https://ecosystem.innovationvictoria.com/companies/tenfarms_1,0,,
Termina,Victoria,startup,commission;saas,https://termina.io/,early stage,11-50,energy,Melbourne,"TAC House, 222, Exhibition Street, East End Theatre District, Melbourne, City of Melbourne, Victoria, 3000, Australia",Analyzing energy usage every month to find the best ways to save,,https://ecosystem.innovationvictoria.com/companies/threadlet,1,,
